Or_ID,C_ID,P_ID,Order_Date,Order_Time,Qty,Coupon_Discount,DP_ID,CName,gender,Age,City,State,created_date,PName,Category,Brand,Price,Revenue,Discount_Amount,Final_Revenue,Month,Day,Age_Group
OR_31000109,CS_11006012,PD_21004655,2024-10-30,11:20:48,3,10,DV_61000013,Fitan Rau,Male,55,Khammam,Telangana,2025-01-19,Quibusdam Shampoo,Personal Care,Britannia,85.73,257.19,25.719,231.471,October,Wednesday,Senior
OR_31000110,CS_11008962,PD_21000913,2025-02-04,04:26:44,5,0,DV_61000191,Ansh Sami,Male,62,Siliguri,West Bengal,2025-02-14,Voluptate Juice,Snacks,Haldirams,392.77,1963.85,0.0,1963.85,February,Tuesday,Senior
OR_31000111,CS_11008830,PD_21007688,2024-08-12,23:36:58,4,15,DV_61000100,Eta Mutti,Female,22,Aurangabad,Maharashtra,2024-07-10,Reprehenderit Juice,Groceries,Dabur,129.63,518.52,77.77799999999999,440.742,August,Monday,Young
OR_31000112,CS_11004941,PD_21001604,2024-05-14,05:51:13,8,0,DV_61000024,Ekantika Gade,Male,62,Thiruvananthapuram,Kerala,2023-11-01,Labore Milk,Personal Care,Britannia,279.97,2239.76,0.0,2239.76,May,Tuesday,Senior
OR_31000113,CS_11001616,PD_21003534,2024-06-23,18:25:40,5,15,DV_61000086,Tanish Kumer,Female,41,Indore,Madhya Pradesh,2024-04-02,Vitae Shampoo,Beverages,Parle,912.39,4561.95,684.2925,3877.6575,June,Sunday,Middle
OR_31000114,CS_11005879,PD_21006527,2024-12-11,18:34:06,8,20,DV_61000006,Chakradhar Hegde,Male,57,Gurgaon,Haryana,2024-01-29,Cupiditate Shampoo,Home Care,Britannia,615.29,4922.32,984.4639999999999,3937.856,December,Wednesday,Senior
OR_31000115,CS_11006221,PD_21001494,2024-09-13,12:38:37,9,0,DV_61000016,Aarav Sibal,Male,65,Jamshedpur,Jharkhand,2024-01-13,Doloribus Soap,Groceries,Britannia,419.51,3775.59,0.0,3775.59,September,Friday,Senior
OR_31000116,CS_11004023,PD_21008792,2024-08-28,14:45:26,2,15,DV_61000224,Meghana Majumdar,Male,43,Rourkela,Odisha,2023-06-27,Quidem Milk,Snacks,Dabur,452.22,904.44,135.666,768.7740000000001,August,Wednesday,Middle
OR_31000117,CS_11005164,PD_21005014,2024-10-12,04:45:45,6,20,DV_61000107,Lekha Kanda,Male,29,Visakhapatnam,Andhra Pradesh,2023-08-04,Iure Milk,Personal Care,Parle,164.94,989.64,197.928,791.712,October,Saturday,Adult
OR_31000118,CS_11002343,PD_21002498,2024-03-29,13:42:55,8,10,DV_61000025,Fiyaz Saran,Female,22,Durgapur,West Bengal,2024-02-07,Vero Milk,Snacks,Nestle,849.41,6795.28,679.528,6115.751999999999,March,Friday,Young
OR_31000119,CS_11008971,PD_21004847,2024-10-01,22:14:28,10,10,DV_61000211,Tara Bhakta,Male,54,Gaya,Bihar,2024-10-07,Ab Juice,Personal Care,Amul,891.95,8919.5,891.95,8027.55,October,Tuesday,Senior
OR_31000120,CS_11000641,PD_21003306,2024-12-12,18:33:21,2,0,DV_61000167,Netra Sridhar,Male,66,Bhubaneswar,Odisha,2024-08-30,Beatae Shampoo,Groceries,Haldirams,76.17,152.34,0.0,152.34,December,Thursday,Senior
OR_31000121,CS_11004766,PD_21003372,2024-11-29,20:42:38,4,10,DV_61000097,Faras Rajagopalan,Female,38,Vijayawada,Andhra Pradesh,2023-08-23,At Soap,Beverages,Nestle,906.43,3625.72,362.5719999999999,3263.148,November,Friday,Middle
OR_31000122,CS_11005058,PD_21000801,2024-03-24,21:56:37,8,20,DV_61000221,Yashasvi Raju,Male,19,Thrissur,Kerala,2024-08-17,Quibusdam Milk,Personal Care,Amul,225.41,1803.28,360.656,1442.624,March,Sunday,Young
OR_31000123,CS_11003747,PD_21001181,2024-08-16,19:12:33,9,20,DV_61000056,Tanish Varghese,Female,27,Hazaribagh,Jharkhand,2023-08-26,Quod Juice,Snacks,Parle,69.17,622.53,124.506,498.024,August,Friday,Adult
OR_31000124,CS_11002511,PD_21006789,2025-01-16,04:36:19,4,0,DV_61000249,Tripti Guha,Female,26,Salem,Tamil Nadu,2024-12-18,Deserunt Biscuits,Groceries,Dabur,622.69,2490.76,0.0,2490.76,January,Thursday,Adult
OR_31000125,CS_11005758,PD_21007797,2024-03-21,15:37:49,1,0,DV_61000235,Yutika Kalita,Male,61,Jamshedpur,Jharkhand,2023-05-07,Facere Biscuits,Beverages,Haldirams,282.59,282.59,0.0,282.59,March,Thursday,Senior
OR_31000126,CS_11003516,PD_21001861,2024-10-31,11:11:48,5,15,DV_61000148,Charan Bassi,Male,20,Chennai,Tamil Nadu,2024-11-10,Corporis Juice,Snacks,Haldirams,778.43,3892.15,583.8224999999999,3308.3275,October,Thursday,Young
OR_31000127,CS_11009351,PD_21009331,2024-10-01,23:52:02,2,0,DV_61000269,Nilima Thakkar,Female,48,Thiruvananthapuram,Kerala,2023-11-12,Architecto Shampoo,Groceries,Dabur,629.86,1259.72,0.0,1259.72,October,Tuesday,Middle
OR_31000128,CS_11004114,PD_21001129,2024-03-16,16:46:21,9,15,DV_61000238,Warinder Chaudhari,Female,36,Bhopal,Madhya Pradesh,2023-08-21,Et Juice,Beverages,Parle,221.69,1995.21,299.2815,1695.9285,March,Saturday,Middle
OR_31000129,CS_11008591,PD_21007607,2024-12-30,06:25:48,1,15,DV_61000122,Gautami Bir,Female,18,Ajmer,Rajasthan,2024-10-27,Possimus Soap,Snacks,Britannia,318.02,318.02,47.703,270.317,December,Monday,Teen
OR_31000130,CS_11002562,PD_21006597,2024-09-29,00:32:29,7,20,DV_61000114,Harini Ranganathan,Male,19,Patiala,Punjab,2025-02-01,Animi Juice,Groceries,Haldirams,742.49,5197.43,1039.486,4157.944,September,Sunday,Young
OR_31000131,CS_11004254,PD_21001376,2024-08-19,03:36:54,2,20,DV_61000020,Hema Srinivasan,Female,19,Bhagalpur,Bihar,2024-01-30,Eos Biscuits,Snacks,Haldirams,358.45,716.9,143.38,573.52,August,Monday,Young
OR_31000132,CS_11001308,PD_21000492,2024-09-28,12:36:25,9,0,DV_61000181,Jalsa Thakkar,Male,54,Madurai,Tamil Nadu,2024-11-04,Vero Biscuits,Personal Care,Haldirams,84.61,761.49,0.0,761.49,September,Saturday,Senior
OR_31000133,CS_11007821,PD_21001340,2024-04-27,04:18:32,2,20,DV_61000285,Lavanya Babu,Male,42,Darbhanga,Bihar,2024-11-22,Quisquam Biscuits,Home Care,Dabur,99.96,199.92,39.98399999999999,159.936,April,Saturday,Middle
OR_31000134,CS_11007501,PD_21001517,2025-02-27,23:55:02,1,15,DV_61000053,Pratyush Gara,Male,18,Tirupati,Andhra Pradesh,2024-04-19,Sint Juice,Dairy,Haldirams,633.02,633.02,94.95299999999999,538.067,February,Thursday,Teen
OR_31000135,CS_11006371,PD_21002527,2024-03-24,09:39:58,6,15,DV_61000049,Ladli Sama,Male,49,Mumbai,Maharashtra,2025-03-04,Nihil Shampoo,Groceries,Dabur,357.82,2146.92,322.038,1824.882,March,Sunday,Middle
OR_31000136,CS_11001041,PD_21005602,2024-08-17,05:51:05,2,10,DV_61000119,Tanish Madan,Male,23,Karimnagar,Telangana,2023-04-30,Repellendus Juice,Groceries,Haldirams,410.65,821.3,82.13,739.17,August,Saturday,Young
OR_31000137,CS_11004569,PD_21002829,2024-12-21,04:01:55,10,0,DV_61000037,Gaurangi Ramakrishnan,Male,33,Dibrugarh,Assam,2023-12-21,Illo Milk,Personal Care,Parle,436.06,4360.6,0.0,4360.6,December,Saturday,Adult
OR_31000138,CS_11002155,PD_21003700,2024-05-22,00:53:19,10,0,DV_61000143,Bhavya Magar,Male,70,Durg,Chhattisgarh,2024-03-27,Dolorum Milk,Beverages,Haldirams,76.06,760.6,0.0,760.6,May,Wednesday,Senior
OR_31000139,CS_11005070,PD_21003980,2024-08-20,09:26:52,2,20,DV_61000169,Chakrika Deol,Male,49,Hubli,Karnataka,2024-10-13,Omnis Milk,Dairy,Dabur,254.68,509.36,101.872,407.488,August,Tuesday,Middle
OR_31000140,CS_11009581,PD_21002446,2024-11-10,06:50:47,10,15,DV_61000065,Bahadurjit Chaudry,Male,22,Rourkela,Odisha,2023-12-15,Nesciunt Biscuits,Beverages,Parle,962.0,9620.0,1443.0,8177.0,November,Sunday,Young
OR_31000141,CS_11008730,PD_21007492,2024-06-05,15:33:16,6,20,DV_61000098,Upma Kumar,Female,31,Patna,Bihar,2024-03-20,Nihil Juice,Home Care,Parle,534.27,3205.62,641.1239999999999,2564.496,June,Wednesday,Adult
OR_31000142,CS_11004039,PD_21000011,2024-06-21,04:08:33,1,0,DV_61000039,Saanvi Bhargava,Female,64,Tiruchirappalli,Tamil Nadu,2023-11-07,Earum Biscuits,Home Care,Britannia,144.75,144.75,0.0,144.75,June,Friday,Senior
OR_31000143,CS_11004787,PD_21002999,2024-09-23,21:24:42,7,0,DV_61000073,Siya Sheth,Male,64,Vijayawada,Andhra Pradesh,2024-06-18,Ipsum Juice,Home Care,Nestle,59.98,419.86,0.0,419.86,September,Monday,Senior
OR_31000144,CS_11008097,PD_21002761,2024-05-24,15:31:12,6,0,DV_61000072,Tanish Kashyap,Female,18,Durg,Chhattisgarh,2024-07-26,Reiciendis Shampoo,Beverages,Parle,701.36,4208.16,0.0,4208.16,May,Friday,Teen
OR_31000145,CS_11006012,PD_21002817,2024-07-17,12:20:42,9,15,DV_61000041,Fitan Rau,Male,55,Khammam,Telangana,2025-01-19,Qui Juice,Personal Care,Parle,26.3,236.7,35.505,201.195,July,Wednesday,Senior
OR_31000146,CS_11006661,PD_21008978,2024-06-24,12:13:40,10,10,DV_61000028,Aishani D’Alia,Female,35,Thiruvananthapuram,Kerala,2024-01-14,Id Biscuits,Personal Care,Haldirams,766.22,7662.200000000001,766.22,6895.98,June,Monday,Adult
OR_31000147,CS_11009407,PD_21000643,2024-09-25,04:14:41,1,10,DV_61000227,Advay Chowdhury,Female,23,Tezpur,Assam,2024-01-25,Occaecati Biscuits,Groceries,Dabur,301.54,301.54,30.154,271.386,September,Wednesday,Young
OR_31000148,CS_11004244,PD_21005758,2025-01-31,21:57:54,1,0,DV_61000107,Gabriel Pillai,Female,47,Rajkot,Gujarat,2023-04-03,Eos Milk,Snacks,Nestle,561.45,561.45,0.0,561.45,January,Friday,Middle
OR_31000149,CS_11008586,PD_21001758,2024-07-24,11:22:59,4,20,DV_61000041,Triya Bajaj,Female,61,Mysore,Karnataka,2023-03-18,Autem Soap,Personal Care,Nestle,678.97,2715.88,543.176,2172.704,July,Wednesday,Senior
OR_31000150,CS_11001108,PD_21000570,2024-09-04,06:17:05,6,0,DV_61000015,Rachita Choudhury,Female,61,Cuttack,Odisha,2024-09-06,Dolore Milk,Personal Care,Nestle,664.99,3989.94,0.0,3989.94,September,Wednesday,Senior
OR_31000151,CS_11009940,PD_21008391,2024-06-10,04:06:42,3,0,DV_61000067,Patrick Ravel,Female,52,Mangalore,Karnataka,2023-07-14,Quisquam Juice,Dairy,Haldirams,168.75,506.25,0.0,506.25,June,Monday,Senior
OR_31000152,CS_11007222,PD_21000872,2024-04-23,22:15:06,3,15,DV_61000202,Lavanya Sandhu,Female,18,Durg,Chhattisgarh,2024-07-24,Quidem Shampoo,Personal Care,Haldirams,648.82,1946.46,291.969,1654.491,April,Tuesday,Teen
OR_31000153,CS_11004681,PD_21001687,2024-07-23,12:33:26,10,15,DV_61000068,Devika Sangha,Female,32,Sambalpur,Odisha,2023-07-22,Ipsum Juice,Dairy,Haldirams,564.23,5642.3,846.345,4795.955,July,Tuesday,Adult
OR_31000154,CS_11003936,PD_21001355,2024-11-11,23:48:34,10,10,DV_61000149,Eiravati Bumb,Female,55,Tezpur,Assam,2024-08-02,Beatae Biscuits,Dairy,Amul,985.92,9859.199999999999,985.9199999999998,8873.279999999999,November,Monday,Senior
OR_31000155,CS_11006923,PD_21006491,2024-06-19,21:52:50,2,10,DV_61000248,Nakul Rao,Male,46,Rajkot,Gujarat,2023-07-08,Rem Milk,Home Care,Nestle,53.49,106.98,10.698,96.28200000000001,June,Wednesday,Middle
OR_31000156,CS_11005385,PD_21006014,2025-02-04,01:58:15,6,10,DV_61000184,Dayita Rama,Female,50,Tiruchirappalli,Tamil Nadu,2024-07-09,Quibusdam Milk,Snacks,Dabur,156.56,939.36,93.936,845.424,February,Tuesday,Middle
OR_31000157,CS_11005160,PD_21005945,2024-08-28,23:05:41,6,0,DV_61000246,Hemani Swamy,Female,23,Kochi,Kerala,2023-08-12,Corporis Juice,Personal Care,Parle,956.66,5739.96,0.0,5739.96,August,Wednesday,Young
OR_31000158,CS_11005853,PD_21007431,2024-09-19,02:49:28,6,20,DV_61000144,Anvi Narula,Male,53,Surat,Gujarat,2023-04-14,Id Soap,Beverages,Dabur,736.62,4419.72,883.9440000000001,3535.776,September,Thursday,Senior
OR_31000159,CS_11002231,PD_21000893,2025-01-04,10:55:20,7,10,DV_61000275,Baghyawati Chand,Female,39,Kochi,Kerala,2023-11-11,Dolores Soap,Dairy,Britannia,175.05,1225.35,122.535,1102.815,January,Saturday,Middle
OR_31000160,CS_11008668,PD_21009402,2024-03-23,05:11:52,6,0,DV_61000062,Arya Chandran,Female,41,Tiruchirappalli,Tamil Nadu,2024-08-20,Facere Shampoo,Dairy,Nestle,199.91,1199.46,0.0,1199.46,March,Saturday,Middle
OR_31000161,CS_11002591,PD_21000928,2024-12-04,12:57:56,3,15,DV_61000075,Chatresh Agrawal,Female,67,Karnal,Haryana,2024-08-10,Temporibus Juice,Personal Care,Amul,644.29,1932.87,289.9305,1642.9395,December,Wednesday,Senior
OR_31000162,CS_11001283,PD_21004638,2024-03-31,07:01:31,4,10,DV_61000119,Sachi Baria,Female,70,Kochi,Kerala,2024-11-19,Ipsam Milk,Beverages,Dabur,26.39,105.56,10.556,95.004,March,Sunday,Senior
OR_31000163,CS_11005363,PD_21006155,2024-05-08,03:23:58,10,0,DV_61000099,Hema Desai,Female,23,Bokaro,Jharkhand,2024-09-30,Repellendus Soap,Dairy,Dabur,909.08,9090.800000000001,0.0,9090.800000000001,May,Wednesday,Young
OR_31000164,CS_11007311,PD_21001392,2024-10-05,02:10:59,9,20,DV_61000237,Anamika Mannan,Male,62,Nagpur,Maharashtra,2023-11-29,Labore Biscuits,Dairy,Amul,315.36,2838.24,567.648,2270.592,October,Saturday,Senior
OR_31000165,CS_11005548,PD_21004790,2024-11-23,16:33:21,2,20,DV_61000002,Sathvik Mannan,Male,70,Aurangabad,Maharashtra,2023-03-25,Fugit Biscuits,Groceries,Dabur,652.83,1305.66,261.132,1044.528,November,Saturday,Senior
OR_31000166,CS_11001720,PD_21001370,2024-12-27,05:32:48,5,15,DV_61000129,Guneet Yadav,Female,61,Jalandhar,Punjab,2023-10-12,Voluptate Milk,Beverages,Amul,26.2,131.0,19.65,111.35,December,Friday,Senior
OR_31000167,CS_11008449,PD_21006427,2024-06-01,05:05:06,10,15,DV_61000179,Krishna Saini,Male,68,Patiala,Punjab,2023-03-18,Vel Soap,Home Care,Nestle,361.88,3618.8,542.82,3075.98,June,Saturday,Senior
OR_31000168,CS_11000276,PD_21004669,2024-07-31,05:44:44,6,20,DV_61000224,Aarush Gara,Male,64,Khammam,Telangana,2023-11-06,Neque Soap,Personal Care,Dabur,399.98,2399.88,479.9760000000001,1919.904,July,Wednesday,Senior
OR_31000169,CS_11007491,PD_21007625,2024-05-05,10:43:08,6,10,DV_61000253,Ucchal Dar,Male,43,Amritsar,Punjab,2025-01-23,Dolor Milk,Personal Care,Haldirams,867.17,5203.02,520.302,4682.718,May,Sunday,Middle
OR_31000170,CS_11008297,PD_21003946,2025-02-03,22:24:59,7,0,DV_61000210,Dalaja Shan,Male,23,Balasore,Odisha,2024-10-25,Inventore Biscuits,Home Care,Parle,709.75,4968.25,0.0,4968.25,February,Monday,Young
OR_31000171,CS_11004503,PD_21001878,2025-02-22,17:45:56,8,10,DV_61000227,Andrew Chatterjee,Male,66,Vadodara,Gujarat,2025-02-25,Omnis Milk,Personal Care,Nestle,118.11,944.88,94.488,850.392,February,Saturday,Senior
OR_31000172,CS_11004597,PD_21004021,2025-01-18,08:19:19,4,20,DV_61000016,Faraj Manda,Male,18,Nizamabad,Telangana,2023-09-03,Consequuntur Juice,Dairy,Amul,97.33,389.32,77.86399999999999,311.456,January,Saturday,Teen
OR_31000173,CS_11005176,PD_21006763,2024-10-04,13:26:29,2,10,DV_61000168,Harini Shenoy,Male,50,Sambalpur,Odisha,2024-08-01,Temporibus Soap,Beverages,Haldirams,699.57,1399.14,139.914,1259.226,October,Friday,Middle
OR_31000174,CS_11006975,PD_21005258,2024-09-13,20:30:23,2,10,DV_61000170,Wahab More,Female,50,Muzaffarpur,Bihar,2023-06-30,Totam Biscuits,Snacks,Nestle,101.78,203.56,20.356,183.204,September,Friday,Middle
OR_31000175,CS_11003524,PD_21002890,2025-01-11,09:48:05,7,10,DV_61000145,Faraj Goel,Female,45,Dhanbad,Jharkhand,2023-07-21,Nobis Milk,Home Care,Dabur,635.63,4449.41,444.941,4004.469,January,Saturday,Middle
OR_31000176,CS_11004163,PD_21008893,2024-03-10,07:52:39,3,0,DV_61000055,Ekaraj Naik,Female,21,Jaipur,Rajasthan,2025-02-22,Recusandae Biscuits,Dairy,Nestle,888.64,2665.92,0.0,2665.92,March,Sunday,Young
OR_31000177,CS_11007831,PD_21003897,2024-07-10,02:39:28,8,15,DV_61000266,Chaitanya Kakar,Female,58,Rourkela,Odisha,2024-08-16,Accusamus Milk,Home Care,Dabur,660.97,5287.76,793.1640000000001,4494.596,July,Wednesday,Senior
OR_31000178,CS_11003240,PD_21000268,2024-07-23,10:59:28,1,15,DV_61000053,Watika Zachariah,Male,34,Bhilai,Chhattisgarh,2023-06-25,Facilis Biscuits,Personal Care,Amul,11.1,11.1,1.665,9.434999999999999,July,Tuesday,Adult
OR_31000179,CS_11006463,PD_21002606,2024-06-13,23:08:27,6,15,DV_61000294,Ganga Bhattacharyya,Female,32,Rourkela,Odisha,2023-10-21,Officiis Biscuits,Groceries,Britannia,321.17,1927.02,289.053,1637.967,June,Thursday,Adult
OR_31000180,CS_11009675,PD_21002186,2024-07-18,16:05:55,1,20,DV_61000154,Arin Randhawa,Male,28,Panipat,Haryana,2023-09-25,Dolor Milk,Home Care,Britannia,848.8,848.8,169.76,679.04,July,Thursday,Adult
OR_31000181,CS_11001762,PD_21009837,2024-11-28,19:27:00,4,0,DV_61000286,Naksh Andra,Male,44,Guwahati,Assam,2023-09-22,Error Biscuits,Snacks,Britannia,935.61,3742.44,0.0,3742.44,November,Thursday,Middle
OR_31000182,CS_11008688,PD_21009548,2025-02-25,03:42:07,7,15,DV_61000126,Harini Narasimhan,Male,52,Nellore,Andhra Pradesh,2024-01-30,Nulla Biscuits,Groceries,Britannia,235.93,1651.51,247.7265,1403.7835,February,Tuesday,Senior
OR_31000183,CS_11005596,PD_21007257,2024-08-20,22:28:29,6,10,DV_61000199,Nirja Chhabra,Female,20,Khammam,Telangana,2023-06-01,Ut Milk,Home Care,Amul,527.71,3166.26,316.626,2849.634,August,Tuesday,Young
OR_31000184,CS_11000717,PD_21001313,2024-04-03,20:42:51,3,15,DV_61000212,Pooja Tripathi,Female,18,Gurgaon,Haryana,2023-08-04,Inventore Milk,Groceries,Nestle,190.49,571.47,85.72050000000002,485.7495,April,Wednesday,Teen
OR_31000185,CS_11005297,PD_21004099,2024-04-26,23:06:18,2,15,DV_61000059,Priya Muni,Male,49,Kanpur,Uttar Pradesh,2024-03-24,Eos Soap,Dairy,Britannia,876.61,1753.22,262.983,1490.237,April,Friday,Middle
OR_31000186,CS_11007629,PD_21005817,2025-01-02,07:05:57,10,0,DV_61000092,Benjamin Patla,Male,39,Guntur,Andhra Pradesh,2023-09-29,Quas Milk,Beverages,Haldirams,440.72,4407.200000000001,0.0,4407.200000000001,January,Thursday,Middle
OR_31000187,CS_11009565,PD_21007399,2024-11-04,11:01:59,10,20,DV_61000221,Tanay Sridhar,Male,67,Warangal,Telangana,2023-11-26,Provident Shampoo,Personal Care,Britannia,916.75,9167.5,1833.5,7334.0,November,Monday,Senior
OR_31000188,CS_11008664,PD_21006318,2024-08-13,05:10:54,6,20,DV_61000249,Prisha Sant,Female,46,Kollam,Kerala,2023-09-10,Ratione Soap,Home Care,Britannia,641.61,3849.66,769.932,3079.728,August,Tuesday,Middle
OR_31000189,CS_11006523,PD_21009291,2024-08-16,06:50:24,8,0,DV_61000112,Dakshesh Prashad,Female,70,Howrah,West Bengal,2024-05-30,Sit Biscuits,Snacks,Haldirams,293.6,2348.8,0.0,2348.8,August,Friday,Senior
OR_31000190,CS_11009714,PD_21009108,2024-12-07,23:08:46,5,0,DV_61000127,Divya Deol,Female,62,Hazaribagh,Jharkhand,2025-02-09,Similique Milk,Groceries,Nestle,110.01,550.0500000000001,0.0,550.0500000000001,December,Saturday,Senior
OR_31000191,CS_11000479,PD_21008237,2024-08-21,03:06:09,6,20,DV_61000141,Rushil Barman,Female,62,Gwalior,Madhya Pradesh,2024-10-17,Id Soap,Snacks,Haldirams,246.05,1476.3,295.26,1181.04,August,Wednesday,Senior
OR_31000192,CS_11007980,PD_21002418,2024-11-13,13:44:55,8,15,DV_61000134,Sara Parmar,Female,40,Karnal,Haryana,2023-08-07,Ea Juice,Groceries,Amul,641.41,5131.28,769.692,4361.588,November,Wednesday,Middle
OR_31000193,CS_11002726,PD_21008244,2024-11-30,15:18:29,7,10,DV_61000096,Arya Batta,Male,55,Ambala,Haryana,2024-11-19,Perspiciatis Shampoo,Groceries,Haldirams,508.46,3559.22,355.922,3203.298,November,Saturday,Senior
OR_31000194,CS_11007136,PD_21009306,2024-07-27,10:13:06,5,10,DV_61000025,Manthan Munshi,Female,50,Kochi,Kerala,2023-10-20,Aut Juice,Personal Care,Haldirams,990.41,4952.05,495.205,4456.845,July,Saturday,Middle
OR_31000195,CS_11009007,PD_21003288,2024-04-27,02:06:24,3,15,DV_61000293,Robert Wadhwa,Male,24,Indore,Madhya Pradesh,2024-05-02,Ad Biscuits,Groceries,Haldirams,436.98,1310.94,196.641,1114.299,April,Saturday,Young
OR_31000196,CS_11004323,PD_21009317,2024-12-23,18:08:21,9,15,DV_61000257,Neel Ben,Male,49,Rajkot,Gujarat,2025-01-07,Facere Juice,Dairy,Dabur,320.3,2882.7,432.4050000000001,2450.295,December,Monday,Middle
OR_31000197,CS_11003260,PD_21005320,2024-12-23,04:02:14,2,0,DV_61000204,Liam Comar,Female,59,Dibrugarh,Assam,2023-07-30,Cum Milk,Personal Care,Parle,171.75,343.5,0.0,343.5,December,Monday,Senior
OR_31000198,CS_11009495,PD_21004512,2024-04-27,02:11:10,7,20,DV_61000003,Amruta Thakkar,Female,46,Guwahati,Assam,2023-12-18,Perspiciatis Soap,Home Care,Dabur,207.68,1453.76,290.752,1163.008,April,Saturday,Middle
OR_31000199,CS_11007827,PD_21000655,2024-09-14,13:01:33,2,15,DV_61000188,Anirudh Suresh,Male,24,Muzaffarpur,Bihar,2023-05-23,Numquam Juice,Dairy,Dabur,381.78,763.56,114.534,649.026,September,Saturday,Young
OR_31000200,CS_11009700,PD_21009780,2024-09-25,20:43:38,10,0,DV_61000186,Ryan Batra,Female,34,Bhagalpur,Bihar,2024-08-11,Corporis Milk,Beverages,Britannia,361.43,3614.3,0.0,3614.3,September,Wednesday,Adult
OR_31000201,CS_11007694,PD_21007346,2024-10-09,23:13:16,10,15,DV_61000015,Ranveer Purohit,Female,19,Meerut,Uttar Pradesh,2023-06-03,Minima Soap,Beverages,Nestle,112.05,1120.5,168.075,952.425,October,Wednesday,Young
OR_31000202,CS_11009528,PD_21005876,2024-08-14,23:27:35,3,10,DV_61000050,Yashoda Nair,Female,69,Gurgaon,Haryana,2024-01-10,Iure Biscuits,Dairy,Haldirams,663.59,1990.77,199.077,1791.693,August,Wednesday,Senior
OR_31000203,CS_11001369,PD_21002593,2024-05-03,11:59:46,3,10,DV_61000107,Bhavya Bhagat,Female,64,Patiala,Punjab,2025-01-12,Facere Biscuits,Snacks,Haldirams,204.49,613.47,61.34700000000001,552.123,May,Friday,Senior
OR_31000204,CS_11001757,PD_21000539,2024-08-13,19:25:10,9,15,DV_61000020,Hemal Saraf,Male,69,Udaipur,Rajasthan,2024-06-29,Recusandae Shampoo,Personal Care,Haldirams,401.67,3615.03,542.2545,3072.7755,August,Tuesday,Senior
OR_31000205,CS_11007690,PD_21003315,2024-07-29,20:50:57,9,0,DV_61000077,Chameli Mand,Female,54,Howrah,West Bengal,2024-02-01,Ex Biscuits,Beverages,Britannia,839.19,7552.710000000001,0.0,7552.710000000001,July,Monday,Senior
OR_31000206,CS_11009173,PD_21007833,2024-04-03,15:59:22,5,10,DV_61000231,Amrita Wali,Male,45,Bhopal,Madhya Pradesh,2024-12-10,Nostrum Juice,Personal Care,Dabur,316.03,1580.15,158.015,1422.135,April,Wednesday,Middle
OR_31000207,CS_11002768,PD_21006257,2024-11-10,13:55:38,1,15,DV_61000062,Mitesh Saran,Male,69,Ujjain,Madhya Pradesh,2024-04-29,Animi Soap,Snacks,Amul,229.92,229.92,34.488,195.432,November,Sunday,Senior
OR_31000208,CS_11008110,PD_21003813,2024-07-24,04:36:33,4,20,DV_61000121,Oni Nadig,Male,28,Lucknow,Uttar Pradesh,2023-07-09,Ad Biscuits,Home Care,Britannia,34.22,136.88,27.376,109.504,July,Wednesday,Adult
OR_31000209,CS_11000255,PD_21000691,2025-01-17,08:21:46,9,0,DV_61000001,Mekhala Chada,Female,49,Durg,Chhattisgarh,2023-05-11,Expedita Soap,Beverages,Amul,596.8,5371.2,0.0,5371.2,January,Friday,Middle
OR_31000210,CS_11004759,PD_21003241,2024-12-28,18:22:09,5,15,DV_61000003,Rohan Kothari,Female,30,Tirupati,Andhra Pradesh,2023-10-10,Accusamus Shampoo,Personal Care,Britannia,533.53,2667.65,400.1474999999999,2267.5025,December,Saturday,Adult
OR_31000211,CS_11007311,PD_21008065,2025-02-20,01:43:09,6,10,DV_61000298,Anamika Mannan,Male,62,Nagpur,Maharashtra,2023-11-29,Eligendi Juice,Home Care,Nestle,234.65,1407.9,140.79,1267.11,February,Thursday,Senior
OR_31000212,CS_11001360,PD_21004921,2024-09-07,00:27:11,4,15,DV_61000213,Lopa Brahmbhatt,Female,38,Ujjain,Madhya Pradesh,2023-12-09,Ea Shampoo,Groceries,Dabur,790.76,3163.04,474.456,2688.584,September,Saturday,Middle
OR_31000213,CS_11004289,PD_21005562,2024-07-03,16:23:09,7,0,DV_61000041,Gautam Oza,Female,51,Gurgaon,Haryana,2023-07-06,Tenetur Soap,Beverages,Britannia,108.64,760.48,0.0,760.48,July,Wednesday,Senior
OR_31000214,CS_11001058,PD_21002624,2024-10-23,04:50:17,3,10,DV_61000244,Falguni Uppal,Male,29,Faridabad,Haryana,2023-09-14,Iure Juice,Beverages,Nestle,774.5,2323.5,232.35,2091.15,October,Wednesday,Adult
